"","group","acceptedName","acceptedAuthor","nameSubmitted","url","nameScientific","scientificScore","matchedFamily","matchedFamilyScore","authorAttributed","family","genus","genusScore","speciesMatched","speciesMatchedScore","infraspecific1Rank","infraspecific1Epithet","infraspecific1EpithetScore","infraspecific2Rank","infraspecific2Epithet","infraspecific2EpithetScore","author","authorScore","annotation","unmatched","overall","epithet","epithetScore","acceptance","familySubmitted","selected","acceptedNameUrl"
"74","73","Dactylis glomerata","L.","Dactylis glomerata","http://www.tropicos.org/Name/25509480","Dactylis glomerata","1","","","L.","Poaceae","Dactylis","1","glomerata","1","","","","","","","","","","","1","glomerata","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25509480"
"75","74","Danthonia spicata","(L.) P. Beauv. ex Roem. & Schult.","Danthonia spicata","http://www.tropicos.org/Name/25510902","Danthonia spicata","1","","","(L.) P. Beauv. ex Roem. & Schult.","Poaceae","Danthonia","1","spicata","1","","","","","","","","","","","1","spicata","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25510902"
"76","75","Daucus carota","L.","Daucus carota","http://www.tropicos.org/Name/1701516","Daucus carota","1","","","L.","Apiaceae","Daucus","1","carota","1","","","","","","","","","","","1","carota","1","No opinion","",TRUE,"http://www.tropicos.org/Name/1701516"
"77","76","Dioscorea villosa","L.","Dioscorea villosa","http://www.tropicos.org/Name/11000317","Dioscorea villosa","1","","","L.","Dioscoreaceae","Dioscorea","1","villosa","1","","","","","","","","","","","1","villosa","1","No opinion","",TRUE,"http://www.tropicos.org/Name/11000317"
"78","77","Dipsacus fullonum","L.","Dipsacus sylvestris","http://www.tropicos.org/Name/11200148","Dipsacus sylvestris","1","","","Huds.","Caprifoliaceae","Dipsacus","1","sylvestris","1","","","","","","","","","","","1","sylvestris","1","No opinion","",TRUE,"http://www.tropicos.org/Name/11200089"
"79","78","Dodecatheon meadia","L.","Dodecatheon meadia","http://www.tropicos.org/Name/26400223","Dodecatheon meadia","1","","","L.","Primulaceae","Dodecatheon","1","meadia","1","","","","","","","","","","","1","meadia","1","No opinion","",TRUE,"http://www.tropicos.org/Name/26400223"
"80","79","Duchesnea indica","(Andrews) Teschem.","Duchesnea indica","http://www.tropicos.org/Name/27800853","Duchesnea indica","1","","","(Andrews) Teschem.","Rosaceae","Duchesnea","1","indica","1","","","","","","","","","","","1","indica","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27800853"
"81","80","Elymus villosus","Muhl. ex Willd.","Elymus villosus","http://www.tropicos.org/Name/25510999","Elymus villosus","1","","","Muhl. ex Willd.","Poaceae","Elymus","1","villosus","1","","","","","","","","","","","1","villosus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25510999"
"82","81","Epilobium coloratum","Biehler","Epilobium coloratum","http://www.tropicos.org/Name/23200127","Epilobium coloratum","1","","","Biehler","Onagraceae","Epilobium","1","coloratum","1","","","","","","","","","","","1","coloratum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/23200127"
"83","82","Erechtites","Raf.","Erechtites hieracifolia","http://www.tropicos.org/Name/40004562","Erechtites","0.5","","","Raf.","Asteraceae","Erechtites","1","","","","","","","","","","","","hieracifolia","0.5","","","No opinion","",TRUE,"http://www.tropicos.org/Name/40004562"
"84","83","Erigeron annuus","(L.) Pers.","Erigeron annuus","http://www.tropicos.org/Name/2702430","Erigeron annuus","1","","","(L.) Pers.","Asteraceae","Erigeron","1","annuus","1","","","","","","","","","","","1","annuus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2702430"
"85","84","Conyza canadensis","(L.) Cronquist","Erigeron canadensis","http://www.tropicos.org/Name/2700697","Erigeron canadensis","1","","","L.","Asteraceae","Erigeron","1","canadensis","1","","","","","","","","","","","1","canadensis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2702315"
"86","85","Erigeron strigosus","Muhl. ex Willd.","Erigeron strigosus","http://www.tropicos.org/Name/2702455","Erigeron strigosus","1","","","Muhl. ex Willd.","Asteraceae","Erigeron","1","strigosus","1","","","","","","","","","","","1","strigosus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2702455"
"87","86","Euonymus alatus","(Thunb.) Siebold","Euonymus alatus","http://www.tropicos.org/Name/6600294","Euonymus alatus","1","","","(Thunb.) Siebold","Celastraceae","Euonymus","1","alatus","1","","","","","","","","","","","1","alatus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/6600294"
"88","87","Euonymus atropurpureus","Jacq.","Euonymus atropurpureus","http://www.tropicos.org/Name/6600296","Euonymus atropurpureus","1","","","Jacq.","Celastraceae","Euonymus","1","atropurpureus","1","","","","","","","","","","","1","atropurpureus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/6600296"
"89","88","Ageratina altissima var. altissima","","Eupatorium rugosum","http://www.tropicos.org/Name/2702488","Eupatorium rugosum","1","","","Houtt.","Asteraceae","Eupatorium","1","rugosum","1","","","","","","","","","","","1","rugosum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/50176316"
"90","89","","","Festuca elatior","http://www.tropicos.org/Name/25555091","Festuca elatior","1","","","St.-Yves","","Festuca","1","elatior","1","","","","","","","","","","","1","elatior","1","No opinion","",TRUE,""
"91","90","Fragaria vesca","L.","Fragaria vesca","http://www.tropicos.org/Name/27800061","Fragaria vesca","1","","","L.","Rosaceae","Fragaria","1","vesca","1","","","","","","","","","","","1","vesca","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27800061"
"92","91","Fragaria virginiana","Mill.","Fragaria virginiana","http://www.tropicos.org/Name/50100081","Fragaria virginiana","1","","","Mill.","Rosaceae","Fragaria","1","virginiana","1","","","","","","","","","","","1","virginiana","1","No opinion","",TRUE,"http://www.tropicos.org/Name/50100081"
"93","92","Fraxinus americana","L.","Fraxinus americana","http://www.tropicos.org/Name/23000132","Fraxinus americana","1","","","L.","Oleaceae","Fraxinus","1","americana","1","","","","","","","","","","","1","americana","1","No opinion","",TRUE,"http://www.tropicos.org/Name/23000132"
"94","93","Fraxinus","L.","Fraxinus -","http://www.tropicos.org/Name/40010900","Fraxinus","0.95322410145539","","","L.","Oleaceae","Fraxinus","0.88888888888889","","","","","","","","","","","","","0.95322410145539","","","No opinion","",TRUE,"http://www.tropicos.org/Name/40010900"
"95","94","Fraxinus pennsylvanica","Marshall","Fraxinus pennsylvanica","http://www.tropicos.org/Name/23000144","Fraxinus pennsylvanica","1","","","Marshall","Oleaceae","Fraxinus","1","pennsylvanica","1","","","","","","","","","","","1","pennsylvanica","1","No opinion","",TRUE,"http://www.tropicos.org/Name/23000144"
"96","95","Fraxinus quadrangulata","Michx.","Fraxinus quadrangulata","http://www.tropicos.org/Name/23000146","Fraxinus quadrangulata","1","","","Michx.","Oleaceae","Fraxinus","1","quadrangulata","1","","","","","","","","","","","1","quadrangulata","1","No opinion","",TRUE,"http://www.tropicos.org/Name/23000146"
"97","96","Fraxinus","L.","Fraxinus seedling","http://www.tropicos.org/Name/40010900","Fraxinus","0.5","","","L.","Oleaceae","Fraxinus","1","","","","","","","","","","","","seedling","0.5","","","No opinion","",TRUE,"http://www.tropicos.org/Name/40010900"
"98","97","Galium aparine","L.","Galium aparine","http://www.tropicos.org/Name/27900076","Galium aparine","1","","","L.","Rubiaceae","Galium","1","aparine","1","","","","","","","","","","","1","aparine","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27900076"
"99","98","Galium asprellum","Michx.","Galium asprellum","http://www.tropicos.org/Name/27902719","Galium asprellum","1","","","Michx.","Rubiaceae","Galium","1","asprellum","1","","","","","","","","","","","1","asprellum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27902719"
"100","99","Galium obtusum","Bigelow","Galium obtusum","http://www.tropicos.org/Name/27902782","Galium obtusum","1","","","Bigelow","Rubiaceae","Galium","1","obtusum","1","","","","","","","","","","","1","obtusum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27902782"
"101","100","Galium triflorum","Michx.","Galium triflorum","http://www.tropicos.org/Name/27900112","Galium triflorum","1","","","Michx.","Rubiaceae","Galium","1","triflorum","1","","","","","","","","","","","1","triflorum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27900112"
"102","101","Geranium maculatum","L.","Geranium maculatum","http://www.tropicos.org/Name/13900149","Geranium maculatum","1","","","L.","Geraniaceae","Geranium","1","maculatum","1","","","","","","","","","","","1","maculatum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/13900149"
"103","102","Geum canadense","Jacq.","Geum canadense","http://www.tropicos.org/Name/27800887","Geum canadense","1","","","Jacq.","Rosaceae","Geum","1","canadense","1","","","","","","","","","","","1","canadense","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27800887"
"104","103","Glechoma hederacea","L.","Glechoma hederacea","http://www.tropicos.org/Name/17600084","Glechoma hederacea","1","","","L.","Lamiaceae","Glechoma","1","hederacea","1","","","","","","","","","","","1","hederacea","1","No opinion","",TRUE,"http://www.tropicos.org/Name/17600084"
"105","104","Gleditsia triacanthos","L.","Gleditsia triacanthos","http://www.tropicos.org/Name/13001001","Gleditsia triacanthos","1","","","L.","Fabaceae","Gleditsia","1","triacanthos","1","","","","","","","","","","","1","triacanthos","1","No opinion","",TRUE,"http://www.tropicos.org/Name/13001001"
"106","105","Glyceria striata","(Lam.) Hitchc.","Glyceria striata","http://www.tropicos.org/Name/25509674","Glyceria striata","1","","","(Lam.) Hitchc.","Poaceae","Glyceria","1","striata","1","","","","","","","","","","","1","striata","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25509674"
"107","106","","","Gymnocladus dioica","http://www.tropicos.org/Name/100346483","Gymnocladus dioica","1","","","(L.) K. Koch","","Gymnocladus","1","dioica","1","","","","","","","","","","","1","dioica","1","No opinion","",TRUE,""
"108","107","Hackelia virginiana","(L.) I.M. Johnst.","Hackelia virginiana","http://www.tropicos.org/Name/4000956","Hackelia virginiana","1","","","(L.) I.M. Johnst.","Boraginaceae","Hackelia","1","virginiana","1","","","","","","","","","","","1","virginiana","1","No opinion","",TRUE,"http://www.tropicos.org/Name/4000956"
"109","108","Helianthus divaricatus","L.","Helianthus divaricatus","http://www.tropicos.org/Name/2702635","Helianthus divaricatus","1","","","L.","Asteraceae","Helianthus","1","divaricatus","1","","","","","","","","","","","1","divaricatus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2702635"
"110","109","Helianthus hirsutus","Raf.","Helianthus strumosus","http://www.tropicos.org/Name/2710421","Helianthus strumosus","1","","","L.","Asteraceae","Helianthus","1","strumosus","1","","","","","","","","","","","1","strumosus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2724759"
"111","110","Anemone acutiloba","(DC.) G. Lawson","Hepatica acutiloba","http://www.tropicos.org/Name/27101625","Hepatica acutiloba","1","","","DC.","Ranunculaceae","Hepatica","1","acutiloba","1","","","","","","","","","","","1","acutiloba","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27103248"
"112","111","Hydrastis canadensis","L.","Hydrastis canadensis","http://www.tropicos.org/Name/27100410","Hydrastis canadensis","1","","","L.","Ranunculaceae","Hydrastis","1","canadensis","1","","","","","","","","","","","1","canadensis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27100410"
"113","112","Hydrophyllum virginianum","L.","Hydrophyllum virginianum","http://www.tropicos.org/Name/16200020","Hydrophyllum virginianum","1","","","L.","Boraginaceae","Hydrophyllum","1","virginianum","1","","","","","","","","","","","1","virginianum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/16200020"
"114","113","Elymus hystrix","L.","Hystrix patula","http://www.tropicos.org/Name/25518173","Hystrix patula","1","","","Moench","Poaceae","Hystrix","1","patula","1","","","","","","","","","","","1","patula","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25510976"
"115","114","Impatiens capensis","Meerb.","Impatiens capensis","http://www.tropicos.org/Name/3100006","Impatiens capensis","1","","","Meerb.","Balsaminaceae","Impatiens","1","capensis","1","","","","","","","","","","","1","capensis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/3100006"
"116","115","Impatiens pallida","Nutt.","Impatiens pallida","http://www.tropicos.org/Name/3100027","Impatiens pallida","1","","","Nutt.","Balsaminaceae","Impatiens","1","pallida","1","","","","","","","","","","","1","pallida","1","No opinion","",TRUE,"http://www.tropicos.org/Name/3100027"
"117","116","Isopyrum biternatum","(Raf.) Torr. & A. Gray","Isopyrum biternatum","http://www.tropicos.org/Name/27101628","Isopyrum biternatum","1","","","(Raf.) Torr. & A. Gray","Ranunculaceae","Isopyrum","1","biternatum","1","","","","","","","","","","","1","biternatum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27101628"
"118","117","Juglans cinerea","L.","Juglans cinerea","http://www.tropicos.org/Name/16700001","Juglans cinerea","1","","","L.","Juglandaceae","Juglans","1","cinerea","1","","","","","","","","","","","1","cinerea","1","No opinion","",TRUE,"http://www.tropicos.org/Name/16700001"
"119","118","Juglans nigra","L.","Juglans nigra","http://www.tropicos.org/Name/16700006","Juglans nigra","1","","","L.","Juglandaceae","Juglans","1","nigra","1","","","","","","","","","","","1","nigra","1","No opinion","",TRUE,"http://www.tropicos.org/Name/16700006"
"120","119","Juncus dudleyi","Wiegand","Juncus dudleyi","http://www.tropicos.org/Name/16900046","Juncus dudleyi","1","","","Wiegand","Juncaceae","Juncus","1","dudleyi","1","","","","","","","","","","","1","dudleyi","1","No opinion","",TRUE,"http://www.tropicos.org/Name/16900046"
"121","120","Juniperus virginiana","L.","Juniperus virginiana","http://www.tropicos.org/Name/9400157","Juniperus virginiana","1","","","L.","Cupressaceae","Juniperus","1","virginiana","1","","","","","","","","","","","1","virginiana","1","No opinion","",TRUE,"http://www.tropicos.org/Name/9400157"
"122","121","Lactuca canadensis","L.","Lactuca canadensis","http://www.tropicos.org/Name/2700947","Lactuca canadensis","1","","","L.","Asteraceae","Lactuca","1","canadensis","1","","","","","","","","","","","1","canadensis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2700947"
"123","122","Lactuca floridana","(L.) Gaertn.","Lactuca floridana","http://www.tropicos.org/Name/2700948","Lactuca floridana","1","","","(L.) Gaertn.","Asteraceae","Lactuca","1","floridana","1","","","","","","","","","","","1","floridana","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2700948"
"124","123","Lactuca serriola","L.","Lactuca serriola","http://www.tropicos.org/Name/2700954","Lactuca serriola","1","","","L.","Asteraceae","Lactuca","1","serriola","1","","","","","","","","","","","1","serriola","1","No opinion","",TRUE,"http://www.tropicos.org/Name/2700954"
"125","124","Leersia oryzoides","(L.) Sw.","Leersia oryzoides","http://www.tropicos.org/Name/25509736","Leersia oryzoides","1","","","(L.) Sw.","Poaceae","Leersia","1","oryzoides","1","","","","","","","","","","","1","oryzoides","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25509736"
"126","125","Leersia virginica","Willd.","Leersia virginica","http://www.tropicos.org/Name/25512126","Leersia virginica","1","","","Willd.","Poaceae","Leersia","1","virginica","1","","","","","","","","","","","1","virginica","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25512126"
"127","126","Liriodendron tulipifera","L.","Liriodendron tulipifera","http://www.tropicos.org/Name/19300006","Liriodendron tulipifera","1","","","L.","Magnoliaceae","Liriodendron","1","tulipifera","1","","","","","","","","","","","1","tulipifera","1","No opinion","",TRUE,"http://www.tropicos.org/Name/19300006"
"128","127","Lonicera maackii","(Rupr.) Maxim.","Lonicera maackii","http://www.tropicos.org/Name/6000471","Lonicera maackii","1","","","(Rupr.) Maxim.","Caprifoliaceae","Lonicera","1","maackii","1","","","","","","","","","","","1","maackii","1","No opinion","",TRUE,"http://www.tropicos.org/Name/6000471"
"129","128","Lonicera prolifera","(Kirchner) Booth ex Rehder","Lonicera prolifera","http://www.tropicos.org/Name/6000317","Lonicera prolifera","1","","","(Kirchner) Booth ex Rehder","Caprifoliaceae","Lonicera","1","prolifera","1","","","","","","","","","","","1","prolifera","1","No opinion","",TRUE,"http://www.tropicos.org/Name/6000317"
"130","129","Lonicera tatarica","L.","Lonicera tatarica","http://www.tropicos.org/Name/6000144","Lonicera tatarica","1","","","L.","Caprifoliaceae","Lonicera","1","tatarica","1","","","","","","","","","","","1","tatarica","1","No opinion","",TRUE,"http://www.tropicos.org/Name/6000144"
"131","130","Lycopus americanus","Muhl. ex W.P.C. Barton","Lycopus americanus","http://www.tropicos.org/Name/17603079","Lycopus americanus","1","","","Muhl. ex W.P.C. Barton","Lamiaceae","Lycopus","1","americanus","1","","","","","","","","","","","1","americanus","1","No opinion","",TRUE,"http://www.tropicos.org/Name/17603079"
"132","131","Maclura pomifera","(Raf.) C.K. Schneid.","Maclura pomifera","http://www.tropicos.org/Name/21300468","Maclura pomifera","1","","","(Raf.) C.K. Schneid.","Moraceae","Maclura","1","pomifera","1","","","","","","","","","","","1","pomifera","1","No opinion","",TRUE,"http://www.tropicos.org/Name/21300468"
"133","132","Melilotus albus","Medik.","Melilotus alba","http://www.tropicos.org/Name/13035752","Melilotus albus","0.86164033994183","","","Medik.","Fabaceae","Melilotus","1","albus","0.6","","","","","","","","","","","0.86164033994183","albus","0.6","No opinion","",TRUE,"http://www.tropicos.org/Name/13035752"
"134","133","Melilotus officinalis","(L.) Lam.","Melilotus officinalis","http://www.tropicos.org/Name/13035841","Melilotus officinalis","1","","","(L.) Lam.","Fabaceae","Melilotus","1","officinalis","1","","","","","","","","","","","1","officinalis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/13035841"
"135","134","Menispermum canadense","L.","Menispermum canadense","http://www.tropicos.org/Name/20600003","Menispermum canadense","1","","","L.","Menispermaceae","Menispermum","1","canadense","1","","","","","","","","","","","1","canadense","1","No opinion","",TRUE,"http://www.tropicos.org/Name/20600003"
"136","135","Monarda fistulosa","L.","Monarda fistulosa","http://www.tropicos.org/Name/17600168","Monarda fistulosa","1","","","L.","Lamiaceae","Monarda","1","fistulosa","1","","","","","","","","","","","1","fistulosa","1","No opinion","",TRUE,"http://www.tropicos.org/Name/17600168"
"137","136","Morus alba","L.","Morus alba","http://www.tropicos.org/Name/21300010","Morus alba","1","","","L.","Moraceae","Morus","1","alba","1","","","","","","","","","","","1","alba","1","No opinion","",TRUE,"http://www.tropicos.org/Name/21300010"
"138","137","Morus rubra","L.","Morus rubra","http://www.tropicos.org/Name/21300471","Morus rubra","1","","","L.","Moraceae","Morus","1","rubra","1","","","","","","","","","","","1","rubra","1","No opinion","",TRUE,"http://www.tropicos.org/Name/21300471"
"139","138","Onoclea sensibilis","L.","Onoclea sensibilis","http://www.tropicos.org/Name/26602361","Onoclea sensibilis","1","","","L.","Onocleaceae","Onoclea","1","sensibilis","1","","","","","","","","","","","1","sensibilis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/26602361"
"140","139","Osmorhiza longistylis","(Torr.) DC.","Osmorhiza longistylis","http://www.tropicos.org/Name/1700172","Osmorhiza longistylis","1","","","(Torr.) DC.","Apiaceae","Osmorhiza","1","longistylis","1","","","","","","","","","","","1","longistylis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/1700172"
"141","140","Osmunda claytoniana","L.","Osmunda claytoniana","http://www.tropicos.org/Name/26602192","Osmunda claytoniana","1","","","L.","Osmundaceae","Osmunda","1","claytoniana","1","","","","","","","","","","","1","claytoniana","1","No opinion","",TRUE,"http://www.tropicos.org/Name/26602192"
"142","141","Ostrya virginiana","(Mill.) K. Koch","Ostrya virginiana","http://www.tropicos.org/Name/3600027","Ostrya virginiana","1","","","(Mill.) K. Koch","Betulaceae","Ostrya","1","virginiana","1","","","","","","","","","","","1","virginiana","1","No opinion","",TRUE,"http://www.tropicos.org/Name/3600027"
"143","142","Oxalis stricta","L.","Oxalis europaea","http://www.tropicos.org/Name/23701010","Oxalis europaea","1","","","Jord.","Oxalidaceae","Oxalis","1","europaea","1","","","","","","","","","","","1","europaea","1","No opinion","",TRUE,"http://www.tropicos.org/Name/23700040"
"144","143","Oxalis stricta","L.","Oxalis stricta","http://www.tropicos.org/Name/23700040","Oxalis stricta","1","","","L.","Oxalidaceae","Oxalis","1","stricta","1","","","","","","","","","","","1","stricta","1","No opinion","",TRUE,"http://www.tropicos.org/Name/23700040"
"145","144","","","Panicum implicatum","http://www.tropicos.org/Name/25518352","Panicum implicatum","1","","","Scribn.","","Panicum","1","implicatum","1","","","","","","","","","","","1","implicatum","1","No opinion","",TRUE,""
"146","145","Dichanthelium acuminatum var. densiflorum","(E.L. Rand & Redfield) Gould & C.A. Clark","Panicum spretum","http://www.tropicos.org/Name/25517725","Panicum spretum","1","","","Schult.","Poaceae","Panicum","1","spretum","1","","","","","","","","","","","1","spretum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25511833"
"147","146","Parthenocissus quinquefolia","(L.) Planch.","Parthenocissus quinquefolia","http://www.tropicos.org/Name/34000007","Parthenocissus quinquefolia","1","","","(L.) Planch.","Vitaceae","Parthenocissus","1","quinquefolia","1","","","","","","","","","","","1","quinquefolia","1","No opinion","",TRUE,"http://www.tropicos.org/Name/34000007"
"148","147","Pastinaca sativa","L.","Pastinaca sativa","http://www.tropicos.org/Name/1700175","Pastinaca sativa","1","","","L.","Apiaceae","Pastinaca","1","sativa","1","","","","","","","","","","","1","sativa","1","No opinion","",TRUE,"http://www.tropicos.org/Name/1700175"
"149","148","Phalaris arundinacea","L.","Phalaris arundinacea","http://www.tropicos.org/Name/25509858","Phalaris arundinacea","1","","","L.","Poaceae","Phalaris","1","arundinacea","1","","","","","","","","","","","1","arundinacea","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25509858"
"150","149","Phleum pratense","L.","Phleum pratense","http://www.tropicos.org/Name/25509875","Phleum pratense","1","","","L.","Poaceae","Phleum","1","pratense","1","","","","","","","","","","","1","pratense","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25509875"
"151","150","Phryma leptostachya","L.","Phryma leptostachya","http://www.tropicos.org/Name/24700001","Phryma leptostachya","1","","","L.","Phrymaceae","Phryma","1","leptostachya","1","","","","","","","","","","","1","leptostachya","1","No opinion","",TRUE,"http://www.tropicos.org/Name/24700001"
"152","151","Physalis virginiana","Mill.","Physalis virginiana","http://www.tropicos.org/Name/29601033","Physalis virginiana","1","","","Mill.","Solanaceae","Physalis","1","virginiana","1","","","","","","","","","","","1","virginiana","1","No opinion","",TRUE,"http://www.tropicos.org/Name/29601033"
"153","152","Phytolacca americana","L.","Phytolacca americana","http://www.tropicos.org/Name/24800062","Phytolacca americana","1","","","L.","Phytolaccaceae","Phytolacca","1","americana","1","","","","","","","","","","","1","americana","1","No opinion","",TRUE,"http://www.tropicos.org/Name/24800062"
"154","153","Pilea pumila","(L.) A. Gray","Pilea pumila","http://www.tropicos.org/Name/33400339","Pilea pumila","1","","","(L.) A. Gray","Urticaceae","Pilea","1","pumila","1","","","","","","","","","","","1","pumila","1","No opinion","",TRUE,"http://www.tropicos.org/Name/33400339"
"155","154","Pinus banksiana","Lamb.","Pinus banksiana","http://www.tropicos.org/Name/24900179","Pinus banksiana","1","","","Lamb.","Pinaceae","Pinus","1","banksiana","1","","","","","","","","","","","1","banksiana","1","No opinion","",TRUE,"http://www.tropicos.org/Name/24900179"
"156","155","Pinus hartwegii","Lindl.","Pinus resinosa","http://www.tropicos.org/Name/24900212","Pinus resinosa","1","","","Aiton","Pinaceae","Pinus","1","resinosa","1","","","","","","","","","","","1","resinosa","1","No opinion","",TRUE,"http://www.tropicos.org/Name/24900649"
"157","156","Plantago lanceolata","L.","Plantago lanceolata","http://www.tropicos.org/Name/25200021","Plantago lanceolata","1","","","L.","Plantaginaceae","Plantago","1","lanceolata","1","","","","","","","","","","","1","lanceolata","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25200021"
"158","157","Plantago rugelii","Decne.","Plantago rugelii","http://www.tropicos.org/Name/25200065","Plantago rugelii","1","","","Decne.","Plantaginaceae","Plantago","1","rugelii","1","","","","","","","","","","","1","rugelii","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25200065"
"159","158","Poa pratensis","L.","Poa pratensis","http://www.tropicos.org/Name/25512740","Poa pratensis","1","","","L.","Poaceae","Poa","1","pratensis","1","","","","","","","","","","","1","pratensis","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25512740"
"160","159","Podophyllum peltatum","L.","Podophyllum peltatum","http://www.tropicos.org/Name/3500162","Podophyllum peltatum","1","","","L.","Berberidaceae","Podophyllum","1","peltatum","1","","","","","","","","","","","1","peltatum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/3500162"
"161","160","Polemonium reptans","L.","Polemonium reptans","http://www.tropicos.org/Name/25800475","Polemonium reptans","1","","","L.","Polemoniaceae","Polemonium","1","reptans","1","","","","","","","","","","","1","reptans","1","No opinion","",TRUE,"http://www.tropicos.org/Name/25800475"
"162","161","Polygonatum canaliculatum","(Willd.) Pursh","Polygonatum canaliculatum","http://www.tropicos.org/Name/18400715","Polygonatum canaliculatum","1","","","(Willd.) Pursh","Asparagaceae","Polygonatum","1","canaliculatum","1","","","","","","","","","","","1","canaliculatum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/18400715"
"163","162","Polygonum lapathifolium","L.","Polygonum lapathifolium","http://www.tropicos.org/Name/26000864","Polygonum lapathifolium","1","","","L.","Polygonaceae","Polygonum","1","lapathifolium","1","","","","","","","","","","","1","lapathifolium","1","No opinion","",TRUE,"http://www.tropicos.org/Name/26000864"
"164","163","Polygonum punctatum","Elliott","Polygonum punctatum","http://www.tropicos.org/Name/26000886","Polygonum punctatum","1","","","Elliott","Polygonaceae","Polygonum","1","punctatum","1","","","","","","","","","","","1","punctatum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/26000886"
"165","164","Polygonum virginianum","L.","Polygonum virginianum","http://www.tropicos.org/Name/26000904","Polygonum virginianum","1","","","L.","Polygonaceae","Polygonum","1","virginianum","1","","","","","","","","","","","1","virginianum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/26000904"
"166","165","Polypodium virginianum","L.","Polypodium virginianum","http://www.tropicos.org/Name/26602421","Polypodium virginianum","1","","","L.","Polypodiaceae","Polypodium","1","virginianum","1","","","","","","","","","","","1","virginianum","1","No opinion","",TRUE,"http://www.tropicos.org/Name/26602421"
"167","166","Populus alba","L.","Populus alba","http://www.tropicos.org/Name/28300002","Populus alba","1","","","L.","Salicaceae","Populus","1","alba","1","","","","","","","","","","","1","alba","1","No opinion","",TRUE,"http://www.tropicos.org/Name/28300002"
"168","167","Populus deltoides","W. Bartram ex Marshall","Populus deltoides","http://www.tropicos.org/Name/28300004","Populus deltoides","1","","","W. Bartram ex Marshall","Salicaceae","Populus","1","deltoides","1","","","","","","","","","","","1","deltoides","1","No opinion","",TRUE,"http://www.tropicos.org/Name/28300004"
"169","168","Populus grandidentata","Michx.","Populus grandidentata","http://www.tropicos.org/Name/28300125","Populus grandidentata","1","","","Michx.","Salicaceae","Populus","1","grandidentata","1","","","","","","","","","","","1","grandidentata","1","No opinion","",TRUE,"http://www.tropicos.org/Name/28300125"
"170","169","Potentilla norvegica","L.","Potentilla norvegica","http://www.tropicos.org/Name/27800115","Potentilla norvegica","1","","","L.","Rosaceae","Potentilla","1","norvegica","1","","","","","","","","","","","1","norvegica","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27800115"
"171","170","Potentilla recta","L.","Potentilla recta","http://www.tropicos.org/Name/27800123","Potentilla recta","1","","","L.","Rosaceae","Potentilla","1","recta","1","","","","","","","","","","","1","recta","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27800123"
"172","171","Potentilla simplex","Michx.","Potentilla simplex","http://www.tropicos.org/Name/27801068","Potentilla simplex","1","","","Michx.","Rosaceae","Potentilla","1","simplex","1","","","","","","","","","","","1","simplex","1","No opinion","",TRUE,"http://www.tropicos.org/Name/27801068"
